Zip,State,City,County,TypeCode,RuralCode
02304,MA,Brockton,Plymouth,e,U
02305,MA,Brockton,Plymouth,e,U
02322,MA,Avon,Norfolk,,S
02324,MA,Bridgewater,Plymouth,,R
02325,MA,Bridgewater,Plymouth,b,R
02327,MA,Bryantville,Plymouth,e,R
02330,MA,Carver,Plymouth,,R
02331,MA,Duxbury,Plymouth,e,R
02332,MA,Duxbury,Plymouth,,S
02333,MA,East Bridgewater,Plymouth,,R
02334,MA,Easton,Bristol,e,R
02337,MA,Elmwood,Plymouth,e,R
02338,MA,Halifax,Plymouth,,R
02339,MA,Hanover,Plymouth,,S
02341,MA,Hanson,Plymouth,,R
02343,MA,Holbrook,Norfolk,,S
02344,MA,Middleboro,Plymouth,b,R
02345,MA,Manomet,Plymouth,e,S
02346,MA,Middleboro,Plymouth,,R
02347,MA,Lakeville,Plymouth,,R
02348,MA,Lakeville,Plymouth,b,R
02349,MA,Middleboro,Plymouth,b,R
02350,MA,Monponsett,Plymouth,e,R
02351,MA,Abington,Plymouth,,S
02355,MA,North Carver,Plymouth,e,R
02356,MA,North Easton,Bristol,,R
02357,MA,North Easton,Bristol,b,R
02358,MA,North Pembroke,Plymouth,e,R
02359,MA,Pembroke,Plymouth,,R
02360,MA,Plymouth,Plymouth,,S
02361,MA,Plymouth,Plymouth,e,S
02362,MA,Plymouth,Plymouth,e,S
02364,MA,Kingston,Plymouth,,R
02366,MA,South Carver,Plymouth,e,S
02367,MA,Plympton,Plymouth,,R
02368,MA,Randolph,Norfolk,,U
02370,MA,Rockland,Plymouth,,S
02375,MA,South Easton,Bristol,,R
02379,MA,West Bridgewater,Plymouth,,R
02381,MA,White Horse Beach,Plymouth,e,S
02382,MA,Whitman,Plymouth,,S
02420,MA,Lexington,Middlesex,,S
02421,MA,Lexington,Middlesex,,S
02445,MA,Brookline,Norfolk,,U
02446,MA,Brookline,Norfolk,,U
02447,MA,Brookline Village,Norfolk,e,U
02451,MA,Waltham,Middlesex,,U
02452,MA,Waltham,Middlesex,,U
02453,MA,Waltham,Middlesex,,U
02454,MA,Waltham,Middlesex,e,U
02455,MA,North Waltham,Middlesex,e,U
02456,MA,Newton,Middlesex,e,U
02457,MA,Babson Park,Norfolk,e,U
02458,MA,Newton,Middlesex,,U
02459,MA,Newton Center,Middlesex,,U
02460,MA,Newtonville,Middlesex,,U
02461,MA,Newton Highlands,Middlesex,,U
02462,MA,Newton Lower Falls,Middlesex,,U
02464,MA,Newton Upper Falls,Middlesex,,U
02465,MA,West Newton,Middlesex,,U
02466,MA,Auburndale,Middlesex,,U
02467,MA,Chestnut Hill,Middlesex,,U
02468,MA,Waban,Middlesex,,U
02471,MA,Watertown,Middlesex,e,U
02472,MA,Watertown,Middlesex,,U
02474,MA,Arlington,Middlesex,,U
02475,MA,Arlington Heights,Middlesex,e,U
02476,MA,Arlington,Middlesex,,U
02477,MA,Watertown,Middlesex,b,U
02478,MA,Belmont,Middlesex,,U
02479,MA,Waverley,Middlesex,e,U
02481,MA,Wellesley Hills,Norfolk,,U
02482,MA,Wellesley,Norfolk,,S
02492,MA,Needham,Norfolk,,S
02493,MA,Weston,Middlesex,,S
02494,MA,Needham Heights,Norfolk,,U
02495,MA,Nonantum,Middlesex,e,U
02532,MA,Buzzards Bay,Barnstable,,R
02534,MA,Cataumet,Barnstable,e,R
02535,MA,Chilmark,Dukes,,R
02536,MA,East Falmouth,Barnstable,,R
02537,MA,East Sandwich,Barnstable,,R
02538,MA,East Wareham,Plymouth,,S
02539,MA,Edgartown,Dukes,,R
02540,MA,Falmouth,Barnstable,,R
02541,MA,Falmouth,Barnstable,e,R
02542,MA,Buzzards Bay,Barnstable,,R
02543,MA,Woods Hole,Barnstable,,R
02552,MA,Menemsha,Dukes,e,R
02553,MA,Monument Beach,Barnstable,e,R
02554,MA,Nantucket,Nantucket,,R
02556,MA,North Falmouth,Barnstable,,R
02557,MA,Oak Bluffs,Dukes,e,R
02558,MA,Onset,Plymouth,e,R
02559,MA,Pocasset,Barnstable,,R
02561,MA,Sagamore,Barnstable,e,R
02562,MA,Sagamore Beach,Barnstable,,R
02563,MA,Sandwich,Barnstable,,R
02564,MA,Siasconset,Nantucket,e,R
02568,MA,Vineyard Haven,Dukes,,R
02571,MA,Wareham,Plymouth,,S
02574,MA,West Falmouth,Barnstable,e,R
02575,MA,West Tisbury,Dukes,e,R
02576,MA,West Wareham,Plymouth,,R
02584,MA,Nantucket,Nantucket,e,R
02601,MA,Hyannis,Barnstable,,S
02630,MA,Barnstable,Barnstable,,S
02631,MA,Brewster,Barnstable,,R
02632,MA,Centerville,Barnstable,,S
02633,MA,Chatham,Barnstable,,R
02634,MA,Centerville,Barnstable,e,S
02635,MA,Cotuit,Barnstable,,S
02637,MA,Cummaquid,Barnstable,e,S
02638,MA,Dennis,Barnstable,,R
02639,MA,Dennis Port,Barnstable,,R
02641,MA,East Dennis,Barnstable,e,R
02642,MA,Eastham,Barnstable,,R
02643,MA,East Orleans,Barnstable,e,R
02644,MA,Forestdale,Barnstable,,R
02645,MA,Harwich,Barnstable,,R
02646,MA,Harwich Port,Barnstable,,R
02647,MA,Hyannis Port,Barnstable,e,S
02648,MA,Marstons Mills,Barnstable,,S
02649,MA,Mashpee,Barnstable,,R
02650,MA,North Chatham,Barnstable,,R
02651,MA,North Eastham,Barnstable,e,R
02652,MA,North Truro,Barnstable,e,R
02653,MA,Orleans,Barnstable,,R
02655,MA,Osterville,Barnstable,,S
02657,MA,Provincetown,Barnstable,,R
02659,MA,South Chatham,Barnstable,,R
02660,MA,South Dennis,Barnstable,,R
02661,MA,South Harwich,Barnstable,e,R
02662,MA,South Orleans,Barnstable,e,R
02663,MA,South Wellfleet,Barnstable,e,R
02664,MA,South Yarmouth,Barnstable,,R
02666,MA,Truro,Barnstable,e,R
02667,MA,Wellfleet,Barnstable,,R
02668,MA,West Barnstable,Barnstable,,S
02669,MA,West Chatham,Barnstable,e,R
02670,MA,West Dennis,Barnstable,,R
02671,MA,West Harwich,Barnstable,,R
02672,MA,West Hyannisport,Barnstable,e,S
02673,MA,West Yarmouth,Barnstable,,R
02675,MA,Yarmouth Port,Barnstable,,S
02702,MA,Assonet,Bristol,,S
02703,MA,Attleboro,Bristol,,S
02712,MA,Chartley,Bristol,e,R
02713,MA,Cuttyhunk,Dukes,e,R
02714,MA,Dartmouth,Bristol,e,R
02715,MA,Dighton,Bristol,,R
02717,MA,East Freetown,Bristol,,S
02718,MA,East Taunton,Bristol,,S
02719,MA,Fairhaven,Bristol,,S
02720,MA,Fall River,Bristol,,U
02721,MA,Fall River,Bristol,,U
02722,MA,Fall River,Bristol,e,U
02723,MA,Fall River,Bristol,,U
02724,MA,Fall River,Bristol,,U
02725,MA,Somerset,Bristol,,S
02726,MA,Somerset,Bristol,,S
02738,MA,Marion,Plymouth,,R
02739,MA,Mattapoisett,Plymouth,,R
02740,MA,New Bedford,Bristol,,U
02741,MA,New Bedford,Bristol,e,U
02742,MA,New Bedford,Bristol,e,U
02743,MA,Acushnet,Bristol,,R
02744,MA,New Bedford,Bristol,,U
02745,MA,New Bedford,Bristol,,S
02746,MA,New Bedford,Bristol,,U
02747,MA,North Dartmouth,Bristol,,S
02748,MA,South Dartmouth,Bristol,,R
02760,MA,North Attleboro,Bristol,,S
02761,MA,North Attleboro,Bristol,e,S
02762,MA,Plainville,Norfolk,,R
02763,MA,Attleboro Falls,Bristol,,S
02764,MA,North Dighton,Bristol,,R
02766,MA,Norton,Bristol,,R
02767,MA,Raynham,Bristol,,R
02768,MA,Raynham Center,Bristol,e,R
02769,MA,Rehoboth,Bristol,,R
02770,MA,Rochester,Plymouth,,R
02771,MA,Seekonk,Bristol,,S
02777,MA,Swansea,Bristol,,R
02779,MA,Berkley,Bristol,,R
02780,MA,Taunton,Bristol,,S
02790,MA,Westport,Bristol,,S
02791,MA,Westport Point,Bristol,e,R
02801,RI,Adamsville,Newport,e,R
02802,RI,Albion,Providence,e,R
02804,RI,Ashaway,Washington,,R
02806,RI,Barrington,Bristol,,S
02807,RI,Block Island,Washington,e,R
02808,RI,Bradford,Washington,,R
02809,RI,Bristol,Bristol,,S
02812,RI,Carolina,Washington,,R
02813,RI,Charlestown,Washington,,R
02814,RI,Chepachet,Providence,,R
02815,RI,Clayville,Providence,,R
02816,RI,Coventry,Kent,,S
02817,RI,West Greenwich,Kent,,R
02818,RI,East Greenwich,Kent,,S
02822,RI,Exeter,Washington,,R
02823,RI,Fiskeville,Providence,e,S
02824,RI,Forestdale,Providence,e,R
02825,RI,Foster,Providence,,R
02826,RI,Glendale,Providence,e,R
02827,RI,Greene,Kent,,S
02828,RI,Greenville,Providence,,R
02829,RI,Harmony,Providence,e,R
02830,RI,Harrisville,Providence,,R
02831,RI,Hope,Providence,,S
02832,RI,Hope Valley,Washington,,R
02833,RI,Hopkinton,Washington,,R
02835,RI,Jamestown,Newport,,R
02836,RI,Kenyon,Washington,,R
02837,RI,Little Compton,Newport,,R
02838,RI,Manville,Providence,,R
02839,RI,Mapleville,Providence,,R
02840,RI,Newport,Newport,,S
02841,RI,Newport,Newport,,S
02842,RI,Middletown,Newport,,S
02852,RI,North Kingstown,Washington,,S
02857,RI,North Scituate,Providence,,R
02858,RI,Oakland,Providence,,R
02859,RI,Pascoag,Providence,,R
02860,RI,Pawtucket,Providence,,U
02861,RI,Pawtucket,Providence,,U
02862,RI,Pawtucket,Providence,e,U
02863,RI,Central Falls,Providence,,U
02864,RI,Cumberland,Providence,,S
02865,RI,Lincoln,Providence,,S
02871,RI,Portsmouth,Newport,,R
02872,RI,Prudence Island,Newport,e,R
02873,RI,Rockville,Washington,e,R
02874,RI,Saunderstown,Washington,,R
02875,RI,Shannock,Washington,,R
02876,RI,Slatersville,Providence,,R
02877,RI,Slocum,Washington,,R
02878,RI,Tiverton,Newport,,R
02879,RI,Wakefield,Washington,,R
02880,RI,Wakefield,Washington,e,R
02881,RI,Kingston,Washington,,R
02882,RI,Narragansett,Washington,,R
02883,RI,Peace Dale,Washington,e,R
02885,RI,Warren,Bristol,,S
02886,RI,Warwick,Kent,,S
02887,RI,Warwick,Kent,e,S
02888,RI,Warwick,Kent,,U
02889,RI,Warwick,Kent,,U
02891,RI,Westerly,Washington,,R
02892,RI,West Kingston,Washington,,R
02893,RI,West Warwick,Kent,,S
02894,RI,Wood River Junction,Washington,,R
02895,RI,Woonsocket,Providence,,S
02896,RI,North Smithfield,Providence,,R
02898,RI,Wyoming,Washington,,R
02901,RI,Providence,Providence,e,U
02902,RI,Providence,Providence,b,U
02903,RI,Providence,Providence,,U
02904,RI,Providence,Providence,,U
02905,RI,Providence,Providence,,U
02906,RI,Providence,Providence,,U
02907,RI,Providence,Providence,,U
02908,RI,Providence,Providence,,U
02909,RI,Providence,Providence,,U
02910,RI,Cranston,Providence,,U
02911,RI,North Providence,Providence,,U
02912,RI,Providence,Providence,b,U
02914,RI,East Providence,Providence,,U
02915,RI,Riverside,Providence,,U
02916,RI,Rumford,Providence,,U
02917,RI,Smithfield,Providence,,S
02918,RI,Providence,Providence,b,U
02919,RI,Johnston,Providence,,S
02920,RI,Cranston,Providence,,U
02921,RI,Cranston,Providence,,S
02940,RI,Providence,Providence,e,U
03031,NH,Amherst,Hillsborough,,R
03032,NH,Auburn,Rockingham,,R
03033,NH,Brookline,Hillsborough,,R
03034,NH,Candia,Rockingham,,R
03036,NH,Chester,Rockingham,,R
03037,NH,Deerfield,Rockingham,,R
03038,NH,Derry,Rockingham,,S
03040,NH,East Candia,Rockingham,e,R
03041,NH,East Derry,Rockingham,e,S
03042,NH,Epping,Rockingham,,R
03043,NH,Francestown,Hillsborough,,R
03044,NH,Fremont,Rockingham,,R
03045,NH,Goffstown,Hillsborough,,S
03046,NH,Dunbarton,Merrimack,,R
03047,NH,Greenfield,Hillsborough,,R
03048,NH,Greenville,Hillsborough,,R
03049,NH,Hollis,Hillsborough,,R
03051,NH,Hudson,Hillsborough,,S
03052,NH,Litchfield,Hillsborough,,R
03053,NH,Londonderry,Rockingham,,S
03054,NH,Merrimack,Hillsborough,,S
03055,NH,Milford,Hillsborough,,R
03057,NH,Mont Vernon,Hillsborough,,R
03060,NH,Nashua,Hillsborough,,U
03061,NH,Nashua,Hillsborough,e,U
03062,NH,Nashua,Hillsborough,,S
03063,NH,Nashua,Hillsborough,,S
03064,NH,Nashua,Hillsborough,,U
03070,NH,New Boston,Hillsborough,,R
03071,NH,New Ipswich,Hillsborough,,R
03073,NH,North Salem,Rockingham,e,S
03076,NH,Pelham,Hillsborough,,S
03077,NH,Raymond,Rockingham,,R
03079,NH,Salem,Rockingham,,S
03082,NH,Lyndeborough,Hillsborough,,R
03084,NH,Temple,Hillsborough,,R
03086,NH,Wilton,Hillsborough,,R
03087,NH,Windham,Rockingham,,S
03101,NH,Manchester,Hillsborough,,U
03102,NH,Manchester,Hillsborough,,U
03103,NH,Manchester,Hillsborough,,U
03104,NH,Manchester,Hillsborough,,U
03105,NH,Manchester,Hillsborough,e,U
03106,NH,Hooksett,Merrimack,,S
03108,NH,Manchester,Hillsborough,e,U
03109,NH,Manchester,Hillsborough,,U
03110,NH,Bedford,Hillsborough,,R
03111,NH,Manchester,Hillsborough,b,U
03215,NH,Waterville Valley,Grafton,e,R
03216,NH,Andover,Merrimack,,R
03217,NH,Ashland,Grafton,,R
03218,NH,Barnstead,Belknap,,R
03220,NH,Belmont,Belknap,,R
03221,NH,Bradford,Merrimack,,R
03222,NH,Bristol,Grafton,,R
03223,NH,Campton,Grafton,,R
03224,NH,Canterbury,Merrimack,,R
03225,NH,Center Barnstead,Belknap,,R
03226,NH,Center Harbor,Belknap,,R
03227,NH,Center Sandwich,Carroll,,R
03229,NH,Contoocook,Merrimack,,R
03230,NH,Danbury,Merrimack,,R
03231,NH,East Andover,Merrimack,e,R
03233,NH,Elkins,Merrimack,,R
03234,NH,Epsom,Merrimack,,R
03235,NH,Franklin,Merrimack,,R
03237,NH,Gilmanton,Belknap,,R
03238,NH,Glencliff,Grafton,e,R
03240,NH,Grafton,Grafton,,R
03241,NH,Hebron,Grafton,,R
03242,NH,Henniker,Merrimack,,R
03243,NH,Hill,Merrimack,,R
03244,NH,Hillsboro,Hillsborough,,R
03245,NH,Holderness,Grafton,,R
03246,NH,Laconia,Belknap,,R
03247,NH,Laconia,Belknap,e,R
03249,NH,Gilford,Belknap,,R
03251,NH,Lincoln,Grafton,,R
03252,NH,Lochmere,Belknap,e,R
03253,NH,Meredith,Belknap,,R
03254,NH,Moultonborough,Carroll,,R
03255,NH,Newbury,Merrimack,,R
03256,NH,New Hampton,Belknap,,R
03257,NH,New London,Merrimack,,R
03258,NH,Chichester,Merrimack,,R
03259,NH,North Sandwich,Carroll,,R
03260,NH,North Sutton,Merrimack,e,R
03261,NH,Northwood,Rockingham,,R
03262,NH,North Woodstock,Grafton,,R
03263,NH,Pittsfield,Merrimack,,R
03264,NH,Plymouth,Grafton,,R
03266,NH,Rumney,Grafton,,R
03268,NH,Salisbury,Merrimack,,R
03269,NH,Sanbornton,Belknap,,R
03272,NH,South Newbury,Merrimack,e,R
03273,NH,South Sutton,Merrimack,e,R
03275,NH,Suncook,Merrimack,,R
03276,NH,Tilton,Belknap,,R
03278,NH,Warner,Merrimack,,R
03279,NH,Warren,Grafton,,R
03280,NH,Washington,Sullivan,,R
03281,NH,Weare,Hillsborough,,R
03282,NH,Wentworth,Grafton,,R
03284,NH,Springfield,Sullivan,,R
03285,NH,Thornton,Grafton,,R
03287,NH,Wilmot,Merrimack,,R
03289,NH,Winnisquam,Belknap,e,R
03290,NH,Nottingham,Rockingham,,R
03291,NH,West Nottingham,Rockingham,,R
03293,NH,Woodstock,Grafton,e,R
03298,NH,Tilton,Belknap,b,R
03299,NH,Tilton,Belknap,b,R
03301,NH,Concord,Merrimack,,S
03302,NH,Concord,Merrimack,e,S
03303,NH,Concord,Merrimack,,S
03304,NH,Bow,Merrimack,,R
03305,NH,Concord,Merrimack,b,S
03307,NH,Loudon,Merrimack,,R
03431,NH,Keene,Cheshire,,S
03435,NH,Keene,Cheshire,b,S
03440,NH,Antrim,Hillsborough,,R
03441,NH,Ashuelot,Cheshire,,R
03442,NH,Bennington,Hillsborough,,R
03443,NH,Chesterfield,Cheshire,,R
03444,NH,Dublin,Cheshire,,R
03445,NH,Sullivan,Cheshire,,R
03446,NH,Swanzey,Cheshire,,R
03447,NH,Fitzwilliam,Cheshire,,R
03448,NH,Gilsum,Cheshire,,R
03449,NH,Hancock,Hillsborough,,R
03450,NH,Harrisville,Cheshire,,R
03451,NH,Hinsdale,Cheshire,,R
03452,NH,Jaffrey,Cheshire,,R
03455,NH,Marlborough,Cheshire,,R
03456,NH,Marlow,Cheshire,,R
03457,NH,Nelson,Cheshire,,R
03458,NH,Peterborough,Hillsborough,,R
03461,NH,Rindge,Cheshire,,R
03462,NH,Spofford,Cheshire,,R
03464,NH,Stoddard,Cheshire,,R
03465,NH,Troy,Cheshire,,R
03466,NH,West Chesterfield,Cheshire,,R
03467,NH,Westmoreland,Cheshire,,R
03468,NH,West Peterborough,Hillsborough,e,R
03469,NH,West Swanzey,Cheshire,e,R
03470,NH,Winchester,Cheshire,,R
03561,NH,Littleton,Grafton,,R
03570,NH,Berlin,Coos,,R
03574,NH,Bethlehem,Grafton,,R
03575,NH,Bretton Woods,Coos,e,R
03576,NH,Colebrook,Coos,,R
03579,NH,Errol,Coos,,R
03580,NH,Franconia,Grafton,,R
03581,NH,Gorham,Coos,,R
03582,NH,Groveton,Coos,,R
03583,NH,Jefferson,Coos,,R
03584,NH,Lancaster,Coos,,R
03585,NH,Lisbon,Grafton,,R
03586,NH,Sugar Hill,Grafton,,R
03588,NH,Milan,Coos,,R
03589,NH,Mount Washington,Coos,e,R
03590,NH,North Stratford,Coos,,R
03592,NH,Pittsburg,Coos,,R
03593,NH,Randolph,Coos,,R
03595,NH,Twin Mountain,Coos,e,R
03597,NH,West Stewartstown,Coos,e,R
03598,NH,Whitefield,Coos,,R
03601,NH,Acworth,Sullivan,,R
03602,NH,Alstead,Cheshire,,R
03603,NH,Charlestown,Sullivan,,R
03604,NH,Drewsville,Cheshire,e,R
03605,NH,Lempster,Sullivan,,R
03607,NH,South Acworth,Sullivan,,R
03608,NH,Walpole,Cheshire,,R
03609,NH,North Walpole,Cheshire,,R
03740,NH,Bath,Grafton,,R
03741,NH,Canaan,Grafton,,R
03743,NH,Claremont,Sullivan,,R
03745,NH,Cornish,Sullivan,,R
03746,NH,Cornish Flat,Sullivan,e,R
03748,NH,Enfield,Grafton,,R
03749,NH,Enfield Center,Grafton,e,R
03750,NH,Etna,Grafton,,R
03751,NH,Georges Mills,Sullivan,e,R
03752,NH,Goshen,Sullivan,,R
03753,NH,Grantham,Sullivan,,R
03754,NH,Guild,Sullivan,e,R
03755,NH,Hanover,Grafton,,R
03756,NH,Lebanon,Grafton,,R
03765,NH,Haverhill,Grafton,,R
03766,NH,Lebanon,Grafton,,R
03768,NH,Lyme,Grafton,,R
03769,NH,Lyme Center,Grafton,e,R
03770,NH,Meriden,Sullivan,,R
03771,NH,Monroe,Grafton,,R
03773,NH,Newport,Sullivan,,R
03774,NH,North Haverhill,Grafton,,R
03777,NH,Orford,Grafton,,R
03779,NH,Piermont,Grafton,,R
03780,NH,Pike,Grafton,,R
03781,NH,Plainfield,Sullivan,,R
03782,NH,Sunapee,Sullivan,,R
03784,NH,West Lebanon,Grafton,,R
03785,NH,Woodsville,Grafton,,R
03801,NH,Portsmouth,Rockingham,,S
03802,NH,Portsmouth,Rockingham,e,S
03803,NH,Portsmouth,Rockingham,b,S
03804,NH,Portsmouth,Rockingham,e,S
03809,NH,Alton,Belknap,,R
03810,NH,Alton Bay,Belknap,,R
03811,NH,Atkinson,Rockingham,,R
03812,NH,Bartlett,Carroll,,R
03813,NH,Center Conway,Carroll,,R
03814,NH,Center Ossipee,Carroll,,R
03815,NH,Center Strafford,Strafford,e,R
03816,NH,Center Tuftonboro,Carroll,,R
03817,NH,Chocorua,Carroll,,R
03818,NH,Conway,Carroll,,R
03819,NH,Danville,Rockingham,,R
03820,NH,Dover,Strafford,,S
03821,NH,Dover,Strafford,e,S
03822,NH,Dover,Strafford,b,R
03823,NH,Madbury,Strafford,,R
03824,NH,Durham,Strafford,,R
03825,NH,Barrington,Strafford,,R
03826,NH,East Hampstead,Rockingham,,R
03827,NH,East Kingston,Rockingham,,R
03830,NH,East Wakefield,Carroll,,R
03832,NH,Eaton Center,Carroll,e,R
03833,NH,Exeter,Rockingham,,R
03835,NH,Farmington,Strafford,,R
03836,NH,Freedom,Carroll,,R
03837,NH,Gilmanton Iron Works,Belknap,,R
03838,NH,Glen,Carroll,,R
03839,NH,Rochester,Strafford,,S
03840,NH,Greenland,Rockingham,,R
03841,NH,Hampstead,Rockingham,,R
03842,NH,Hampton,Rockingham,,R
03843,NH,Hampton,Rockingham,e,R
03844,NH,Hampton Falls,Rockingham,,R
03845,NH,Intervale,Carroll,,R
03846,NH,Jackson,Carroll,,R
03847,NH,Kearsarge,Carroll,e,R
03848,NH,Kingston,Rockingham,,R
03849,NH,Madison,Carroll,,R
03850,NH,Melvin Village,Carroll,e,R
03851,NH,Milton,Strafford,,R
03852,NH,Milton Mills,Strafford,,R
03853,NH,Mirror Lake,Carroll,,R
03854,NH,New Castle,Rockingham,e,R
03855,NH,New Durham,Strafford,,R
03856,NH,Newfields,Rockingham,,R
03857,NH,Newmarket,Rockingham,,R
03858,NH,Newton,Rockingham,,R
03859,NH,Newton Junction,Rockingham,e,R
03860,NH,North Conway,Carroll,,R
03861,NH,Lee,Strafford,,R
03862,NH,North Hampton,Rockingham,,R
03864,NH,Ossipee,Carroll,,R
03865,NH,Plaistow,Rockingham,,R
03866,NH,Rochester,Strafford,e,S
03867,NH,Rochester,Strafford,,S
03868,NH,Rochester,Strafford,,R
03869,NH,Rollinsford,Strafford,,R
03870,NH,Rye,Rockingham,,R
03871,NH,Rye Beach,Rockingham,e,R
03872,NH,Sanbornville,Carroll,,R
03873,NH,Sandown,Rockingham,,R
03874,NH,Seabrook,Rockingham,,R
03875,NH,Silver Lake,Carroll,,R
03878,NH,Somersworth,Strafford,,R
03882,NH,Effingham,Carroll,,R
03883,NH,South Tamworth,Carroll,,R
03884,NH,Strafford,Strafford,,R
03885,NH,Stratham,Rockingham,,R
03886,NH,Tamworth,Carroll,,R
03887,NH,Union,Strafford,,R
03890,NH,West Ossipee,Carroll,,R
03894,NH,Wolfeboro,Carroll,,R
03896,NH,Wolfeboro Falls,Carroll,e,R
03897,NH,Wonalancet,Carroll,,R
03901,ME,Berwick,York,,R
03902,ME,Cape Neddick,York,,R
03903,ME,Eliot,York,,R
03904,ME,Kittery,York,,R
03905,ME,Kittery Point,York,,R
03906,ME,North Berwick,York,,R
03907,ME,Ogunquit,York,,R
03908,ME,South Berwick,York,,R
03909,ME,York,York,,R
03910,ME,York Beach,York,e,R
03911,ME,York Harbor,York,e,R
04001,ME,Acton,York,,R
04002,ME,Alfred,York,,R
04003,ME,Bailey Island,Cumberland,,R
04004,ME,Bar Mills,York,e,R
04005,ME,Biddeford,York,,R
04006,ME,Biddeford Pool,York,e,R
04007,ME,Biddeford,York,e,R
04008,ME,Bowdoinham,Sagadahoc,,R
04009,ME,Bridgton,Cumberland,,R
04010,ME,Brownfield,Oxford,,R
04011,ME,Brunswick,Cumberland,,R
04013,ME,Bustins Island,Cumberland,,R
04014,ME,Cape Porpoise,York,e,R
04015,ME,Casco,Cumberland,,R
04016,ME,Center Lovell,Oxford,e,R
04017,ME,Chebeague Island,Cumberland,,R
04019,ME,Cliff Island,Cumberland,e,S
04020,ME,Cornish,York,,R
04021,ME,Cumberland Center,Cumberland,,R
04022,ME,Denmark,Oxford,,R
04024,ME,East Baldwin,Cumberland,,R
04027,ME,Lebanon,York,,R
04028,ME,East Parsonsfield,York,e,R
04029,ME,Sebago,Cumberland,,R
04030,ME,East Waterboro,York,,R
04032,ME,Freeport,Cumberland,,R
04033,ME,Freeport,Cumberland,b,R
04034,ME,Freeport,Cumberland,b,R
04037,ME,Fryeburg,Oxford,,R
04038,ME,Gorham,Cumberland,,R
04039,ME,Gray,Cumberland,,R
04040,ME,Harrison,Cumberland,,R
04041,ME,Hiram,Oxford,,R
04042,ME,Hollis Center,York,,R
04043,ME,Kennebunk,York,,R
04046,ME,Kennebunkport,York,,R
04047,ME,Parsonsfield,York,,R
04048,ME,Limerick,York,,R
04049,ME,Limington,York,,R
04050,ME,Long Island,Cumberland,,R
04051,ME,Lovell,Oxford,,R
04054,ME,Moody,York,e,R
04055,ME,Naples,Cumberland,,R
04056,ME,Newfield,York,e,R
04057,ME,North Bridgton,Cumberland,e,R
04061,ME,North Waterboro,York,,R
04062,ME,Windham,Cumberland,,R
04063,ME,Ocean Park,York,e,R
04064,ME,Old Orchard Beach,York,,R
04066,ME,Orrs Island,Cumberland,,R
04068,ME,Porter,Oxford,,R
04069,ME,Pownal,Cumberland,,R
04070,ME,Scarborough,Cumberland,e,R
04071,ME,Raymond,Cumberland,,R
04072,ME,Saco,York,,R
04073,ME,Sanford,York,,R
04074,ME,Scarborough,Cumberland,,R
04076,ME,Shapleigh,York,,R
04077,ME,South Casco,Cumberland,e,R
04078,ME,South Freeport,Cumberland,e,R
04079,ME,Harpswell,Cumberland,,R
04082,ME,South Windham,Cumberland,e,R
04083,ME,Springvale,York,,R
04084,ME,Standish,Cumberland,,R
04085,ME,Steep Falls,Cumberland,,R
04086,ME,Topsham,Sagadahoc,,R
04087,ME,Waterboro,York,,R
04088,ME,Waterford,Oxford,,R
04090,ME,Wells,York,,R
04091,ME,West Baldwin,Cumberland,,R
04092,ME,Westbrook,Cumberland,,R
04093,ME,Buxton,York,,R
04094,ME,West Kennebunk,York,e,R
04095,ME,West Newfield,York,,R
04096,ME,Yarmouth,Cumberland,,R
04097,ME,North Yarmouth,Cumberland,,R
04098,ME,Westbrook,Cumberland,e,R
04101,ME,Portland,Cumberland,,U
04102,ME,Portland,Cumberland,,U
04103,ME,Portland,Cumberland,,U
04104,ME,Portland,Cumberland,e,U
04105,ME,Falmouth,Cumberland,,R
04106,ME,South Portland,Cumberland,,S
04107,ME,Cape Elizabeth,Cumberland,,R
04108,ME,Peaks Island,Cumberland,,S
04109,ME,Portland,Cumberland,,S
04110,ME,Cumberland Foreside,Cumberland,,R
04112,ME,Portland,Cumberland,e,U
04116,ME,South Portland,Cumberland,e,U
04122,ME,Portland,Cumberland,b,U
04123,ME,Portland,Cumberland,b,U
04124,ME,Portland,Cumberland,b,U
04210,ME,Auburn,Androscoggin,,S
04211,ME,Auburn,Androscoggin,e,S
04212,ME,Auburn,Androscoggin,e,S
04216,ME,Andover,Oxford,,R
04217,ME,Bethel,Oxford,,R
04219,ME,Bryant Pond,Oxford,,R
04220,ME,Buckfield,Oxford,,R
04221,ME,Canton,Oxford,,R
04222,ME,Durham,Androscoggin,,R
04223,ME,Danville,Androscoggin,e,R
04224,ME,Dixfield,Oxford,,R
04225,ME,Dryden,Franklin,e,R
04226,ME,East Andover,Oxford,,R
04227,ME,East Dixfield,Franklin,e,R
04228,ME,East Livermore,Androscoggin,e,R
04230,ME,East Poland,Androscoggin,e,R
04231,ME,Stoneham,Oxford,,R
04234,ME,East Wilton,Franklin,e,R
04236,ME,Greene,Androscoggin,,R
04237,ME,Hanover,Oxford,,R
04238,ME,Hebron,Oxford,,R
04239,ME,Jay,Franklin,,R
04240,ME,Lewiston,Androscoggin,,S
04241,ME,Lewiston,Androscoggin,e,S
04243,ME,Lewiston,Androscoggin,e,S
04250,ME,Lisbon,Androscoggin,,S
04252,ME,Lisbon Falls,Androscoggin,,R
04253,ME,Livermore,Androscoggin,,R
