Zip,State,City,County,TypeCode,RuralCode
00501,NY,Holtsville,Suffolk,b,U
00544,NY,Holtsville,Suffolk,b,U
00601,PR,Adjuntas,Adjuntas,,R
00602,PR,Aguada,Aguada,,R
00603,PR,Aguadilla,Aguadilla,,S
00604,PR,Aguadilla,Aguadilla,e,S
00605,PR,Aguadilla,Aguadilla,e,S
00606,PR,Maricao,Maricao,,R
00610,PR,Anasco,Anasco,,R
00611,PR,Angeles,Utuado,e,R
00612,PR,Arecibo,Arecibo,,S
00613,PR,Arecibo,Arecibo,e,S
00614,PR,Arecibo,Arecibo,e,S
00616,PR,Bajadero,Arecibo,,R
00617,PR,Barceloneta,Barceloneta,,R
00622,PR,Boqueron,Cabo Rojo,,R
00623,PR,Cabo Rojo,Cabo Rojo,,R
00624,PR,Penuelas,Penuelas,,R
00627,PR,Camuy,Camuy,,R
00631,PR,Castaner,Lares,e,R
00636,PR,Rosario,San German,e,S
00637,PR,Sabana Grande,Sabana Grande,,R
00638,PR,Ciales,Ciales,,R
00641,PR,Utuado,Utuado,,R
00646,PR,Dorado,Dorado,,S
00647,PR,Ensenada,Guanica,,R
00650,PR,Florida,Florida,,R
00652,PR,Garrochales,Arecibo,,R
00653,PR,Guanica,Guanica,,R
00656,PR,Guayanilla,Guayanilla,,R
00659,PR,Hatillo,Hatillo,,R
00660,PR,Hormigueros,Hormigueros,,R
00662,PR,Isabela,Isabela,,R
00664,PR,Jayuya,Jayuya,,R
00667,PR,Lajas,Lajas,,R
00669,PR,Lares,Lares,,R
00670,PR,Las Marias,Las Marias,,R
00674,PR,Manati,Manati,,R
00676,PR,Moca,Moca,,R
00677,PR,Rincon,Rincon,,R
00678,PR,Quebradillas,Quebradillas,,R
00680,PR,Mayaguez,Mayaguez,,S
00681,PR,Mayaguez,Mayaguez,e,S
00682,PR,Mayaguez,Mayaguez,,S
00683,PR,San German,San German,,R
00685,PR,San Sebastian,San Sebastian,,R
00687,PR,Morovis,Morovis,,R
00688,PR,Sabana Hoyos,Arecibo,,R
00690,PR,San Antonio,Aguadilla,,R
00692,PR,Vega Alta,Vega Alta,,R
00693,PR,Vega Baja,Vega Baja,,R
00694,PR,Vega Baja,Vega Baja,e,R
00698,PR,Yauco,Yauco,,R
00703,PR,Aguas Buenas,Aguas Buenas,,R
00704,PR,Aguirre,Salinas,,R
00705,PR,Aibonito,Aibonito,,R
00707,PR,Maunabo,Maunabo,,R
00714,PR,Arroyo,Arroyo,,R
00715,PR,Mercedita,Ponce,,S
00716,PR,Ponce,Ponce,,S
00717,PR,Ponce,Ponce,,S
00718,PR,Naguabo,Naguabo,,R
00719,PR,Naranjito,Naranjito,,R
00720,PR,Orocovis,Orocovis,,R
00721,PR,Palmer,Rio Grande,e,R
00723,PR,Patillas,Patillas,,R
00725,PR,Caguas,Caguas,,S
00726,PR,Caguas,Caguas,e,S
00727,PR,Caguas,Caguas,,S
00728,PR,Ponce,Ponce,,S
00729,PR,Canovanas,Canovanas,,R
00730,PR,Ponce,Ponce,,S
00731,PR,Ponce,Ponce,,S
00732,PR,Ponce,Ponce,e,S
00733,PR,Ponce,Ponce,e,S
00734,PR,Ponce,Ponce,e,S
00735,PR,Ceiba,Ceiba,,R
00736,PR,Cayey,Cayey,,R
00737,PR,Cayey,Cayey,e,R
00738,PR,Fajardo,Fajardo,,R
00739,PR,Cidra,Cidra,,R
00740,PR,Puerto Real,Fajardo,,R
00741,PR,Punta Santiago,Humacao,,R
00742,PR,Roosevelt Roads,Ceiba,,R
00744,PR,Rio Blanco,Naguabo,e,R
00745,PR,Rio Grande,Rio Grande,,R
00751,PR,Salinas,Salinas,,R
00754,PR,San Lorenzo,San Lorenzo,,R
00757,PR,Santa Isabel,Santa Isabel,,R
00765,PR,Vieques,Vieques,,R
00766,PR,Villalba,Villalba,,R
00767,PR,Yabucoa,Yabucoa,,R
00769,PR,Coamo,Coamo,,R
00771,PR,Las Piedras,Las Piedras,,R
00772,PR,Loiza,Loiza,,R
00773,PR,Luquillo,Luquillo,,R
00775,PR,Culebra,Culebra,e,R
00777,PR,Juncos,Juncos,,R
00778,PR,Gurabo,Gurabo,,R
00780,PR,Coto Laurel,Ponce,,S
00782,PR,Comerio,Comerio,,R
00783,PR,Corozal,Corozal,,R
00784,PR,Guayama,Guayama,,R
00785,PR,Guayama,Guayanilla,e,R
00786,PR,La Plata,Aibonito,e,R
00791,PR,Humacao,Humacao,,R
00792,PR,Humacao,Humacao,e,R
00794,PR,Barranquitas,Barranquitas,,R
00795,PR,Juana Diaz,Juana Diaz,,R
00801,VI,Saint Thomas,Saint Thomas,e,R
00802,VI,Saint Thomas,Saint Thomas,,R
00803,VI,Saint Thomas,Saint Thomas,e,R
00804,VI,Saint Thomas,Saint Thomas,e,R
00805,VI,Saint Thomas,Saint Thomas,e,R
00820,VI,Christiansted,Saint Croix,,R
00821,VI,Christiansted,Saint Croix,e,R
00822,VI,Christiansted,Saint Croix,e,R
00823,VI,Christiansted,Saint Croix,e,R
00824,VI,Christiansted,Saint Croix,e,R
00830,VI,Saint John,Saint John,,R
00831,VI,Saint John,Saint John,e,R
00840,VI,Frederiksted,Saint Croix,,R
00841,VI,Frederiksted,Saint Croix,e,R
00850,VI,Kingshill,Saint Croix,,R
00851,VI,Kingshill,Saint Croix,e,R
00901,PR,San Juan,San Juan,,S
00902,PR,San Juan,San Juan,e,S
00906,PR,San Juan,San Juan,e,S
00907,PR,San Juan,San Juan,,S
00908,PR,San Juan,San Juan,e,S
00909,PR,San Juan,San Juan,,S
00910,PR,San Juan,San Juan,e,S
00911,PR,San Juan,San Juan,,S
00912,PR,San Juan,San Juan,,S
00913,PR,San Juan,San Juan,,S
00914,PR,San Juan,San Juan,e,S
00915,PR,San Juan,San Juan,,S
00916,PR,San Juan,San Juan,e,S
00917,PR,San Juan,San Juan,,S
00918,PR,San Juan,San Juan,,S
00919,PR,San Juan,San Juan,e,S
00920,PR,San Juan,San Juan,,S
00921,PR,San Juan,San Juan,,S
00922,PR,San Juan,San Juan,e,S
00923,PR,San Juan,San Juan,,S
00924,PR,San Juan,San Juan,,S
00925,PR,San Juan,San Juan,,S
00926,PR,San Juan,San Juan,,S
00927,PR,San Juan,San Juan,,S
00928,PR,San Juan,San Juan,e,S
00929,PR,San Juan,San Juan,e,S
00930,PR,San Juan,San Juan,e,S
00931,PR,San Juan,San Juan,e,S
00933,PR,San Juan,San Juan,e,S
00934,PR,Fort Buchanan,Bayamon,,S
00935,PR,San Juan,San Juan,b,S
00936,PR,San Juan,San Juan,e,S
00937,PR,San Juan,San Juan,e,S
00939,PR,San Juan,San Juan,b,S
00940,PR,San Juan,San Juan,e,R
00949,PR,Toa Baja,Toa Baja,,S
00950,PR,Toa Baja,Toa Baja,e,S
00951,PR,Toa Baja,Toa Baja,e,S
00952,PR,Sabana Seca,Toa Baja,,S
00953,PR,Toa Alta,Toa Alta,,S
00954,PR,Toa Alta,Toa Alta,e,R
00955,PR,San Juan,San Juan,e,S
00956,PR,Bayamon,Bayamon,,U
00957,PR,Bayamon,Bayamon,,U
00958,PR,Bayamon,Bayamon,e,R
00959,PR,Bayamon,Bayamon,,U
00960,PR,Bayamon,Bayamon,e,R
00961,PR,Bayamon,Bayamon,,U
00962,PR,Catano,Catano,,S
00963,PR,Catano,Catano,e,S
00965,PR,Guaynabo,Guaynabo,,S
00966,PR,Guaynabo,Guaynabo,,S
00968,PR,Guaynabo,Guaynabo,,S
00969,PR,Guaynabo,Guaynabo,,S
00970,PR,Guaynabo,Guaynabo,e,S
00971,PR,Guaynabo,Guaynabo,,S
00975,PR,San Juan,San Juan,b,S
00976,PR,Trujillo Alto,Trujillo Alto,,S
00977,PR,Trujillo Alto,Trujillo Alto,e,S
00978,PR,Saint Just,Trujillo Alto,e,S
00979,PR,Carolina,Carolina,,S
00981,PR,Carolina,Carolina,e,S
00982,PR,Carolina,Carolina,,S
00983,PR,Carolina,Carolina,,S
00984,PR,Carolina,Carolina,e,S
00985,PR,Carolina,Carolina,,S
00986,PR,Carolina,Carolina,e,S
00987,PR,Carolina,Carolina,,S
00988,PR,Carolina,Carolina,e,S
01001,MA,Agawam,Hampden,,S
01002,MA,Amherst,Hampshire,,S
01003,MA,Amherst,Hampshire,,S
01004,MA,Amherst,Hampshire,e,S
01005,MA,Barre,Worcester,,R
01007,MA,Belchertown,Hampshire,,R
01008,MA,Blandford,Hampden,,R
01009,MA,Bondsville,Hampden,e,R
01010,MA,Brimfield,Hampden,,R
01011,MA,Chester,Hampden,,R
01012,MA,Chesterfield,Hampshire,,R
01013,MA,Chicopee,Hampden,,U
01014,MA,Chicopee,Hampden,e,U
01020,MA,Chicopee,Hampden,,S
01021,MA,Chicopee,Hampden,e,S
01022,MA,Chicopee,Hampden,,S
01026,MA,Cummington,Hampshire,,R
01027,MA,Easthampton,Hampshire,,S
01028,MA,East Longmeadow,Hampden,,S
01029,MA,East Otis,Berkshire,e,R
01030,MA,Feeding Hills,Hampden,,S
01031,MA,Gilbertville,Worcester,,R
01032,MA,Goshen,Hampshire,,R
01033,MA,Granby,Hampshire,,R
01034,MA,Granville,Hampden,,R
01035,MA,Hadley,Hampshire,,R
01036,MA,Hampden,Hampden,,R
01037,MA,Hardwick,Worcester,e,R
01038,MA,Hatfield,Hampshire,,R
01039,MA,Haydenville,Hampshire,,R
01040,MA,Holyoke,Hampden,,S
01041,MA,Holyoke,Hampden,e,S
01050,MA,Huntington,Hampshire,,R
01053,MA,Leeds,Hampshire,,S
01054,MA,Leverett,Franklin,,R
01056,MA,Ludlow,Hampden,,S
01057,MA,Monson,Hampden,,R
01059,MA,North Amherst,Hampshire,e,S
01060,MA,Northampton,Hampshire,,S
01061,MA,Northampton,Hampshire,e,S
01062,MA,Florence,Hampshire,,S
01063,MA,Northampton,Hampshire,b,S
01066,MA,North Hatfield,Hampshire,e,R
01068,MA,Oakham,Worcester,,R
01069,MA,Palmer,Hampden,,R
01070,MA,Plainfield,Hampshire,,R
01071,MA,Russell,Hampden,,R
01072,MA,Shutesbury,Franklin,,R
01073,MA,Southampton,Hampshire,,R
01074,MA,South Barre,Worcester,e,R
01075,MA,South Hadley,Hampshire,,S
01077,MA,Southwick,Hampden,,R
01079,MA,Thorndike,Hampden,e,R
01080,MA,Three Rivers,Hampden,,R
01081,MA,Wales,Hampden,,R
01082,MA,Ware,Hampshire,,R
01083,MA,Warren,Worcester,e,R
01084,MA,West Chesterfield,Hampshire,,R
01085,MA,Westfield,Hampden,,S
01086,MA,Westfield,Hampden,e,S
01088,MA,West Hatfield,Hampshire,,R
01089,MA,West Springfield,Hampden,,S
01090,MA,West Springfield,Hampden,e,S
01092,MA,West Warren,Worcester,e,R
01093,MA,Whately,Franklin,e,R
01094,MA,Wheelwright,Worcester,e,R
01095,MA,Wilbraham,Hampden,,R
01096,MA,Williamsburg,Hampshire,,R
01097,MA,Woronoco,Hampden,e,R
01098,MA,Worthington,Hampshire,,R
01101,MA,Springfield,Hampden,e,U
01102,MA,Springfield,Hampden,e,U
01103,MA,Springfield,Hampden,,U
01104,MA,Springfield,Hampden,,U
01105,MA,Springfield,Hampden,,U
01106,MA,Longmeadow,Hampden,,S
01107,MA,Springfield,Hampden,,U
01108,MA,Springfield,Hampden,,U
01109,MA,Springfield,Hampden,,U
01111,MA,Springfield,Hampden,b,U
01115,MA,Springfield,Hampden,e,U
01116,MA,Longmeadow,Hampden,e,S
01118,MA,Springfield,Hampden,,U
01119,MA,Springfield,Hampden,,U
01128,MA,Springfield,Hampden,,S
01129,MA,Springfield,Hampden,,S
01138,MA,Springfield,Hampden,e,U
01139,MA,Springfield,Hampden,e,U
01144,MA,Springfield,Hampden,,U
01151,MA,Indian Orchard,Hampden,,U
01152,MA,Springfield,Hampden,,U
01199,MA,Springfield,Hampden,b,U
01201,MA,Pittsfield,Berkshire,,S
01202,MA,Pittsfield,Berkshire,e,S
01203,MA,Pittsfield,Berkshire,e,S
01220,MA,Adams,Berkshire,,R
01222,MA,Ashley Falls,Berkshire,,R
01223,MA,Becket,Berkshire,,R
01224,MA,Berkshire,Berkshire,,R
01225,MA,Cheshire,Berkshire,,R
01226,MA,Dalton,Berkshire,,R
01227,MA,Dalton,Berkshire,e,R
01229,MA,Glendale,Berkshire,e,R
01230,MA,Great Barrington,Berkshire,,R
01235,MA,Hinsdale,Berkshire,,R
01236,MA,Housatonic,Berkshire,,R
01237,MA,Lanesborough,Berkshire,,R
01238,MA,Lee,Berkshire,,R
01240,MA,Lenox,Berkshire,,R
01242,MA,Lenox Dale,Berkshire,e,R
01243,MA,Middlefield,Hampshire,e,R
01244,MA,Mill River,Berkshire,e,R
01245,MA,Monterey,Berkshire,,R
01247,MA,North Adams,Berkshire,,R
01252,MA,North Egremont,Berkshire,,R
01253,MA,Otis,Berkshire,,R
01254,MA,Richmond,Berkshire,,R
01255,MA,Sandisfield,Berkshire,,R
01256,MA,Savoy,Berkshire,,R
01257,MA,Sheffield,Berkshire,,R
01258,MA,South Egremont,Berkshire,e,R
01259,MA,Southfield,Berkshire,,R
01260,MA,South Lee,Berkshire,e,R
01262,MA,Stockbridge,Berkshire,e,R
01263,MA,Stockbridge,Berkshire,b,R
01264,MA,Tyringham,Berkshire,e,R
01266,MA,West Stockbridge,Berkshire,,R
01267,MA,Williamstown,Berkshire,,R
01270,MA,Windsor,Berkshire,,R
01301,MA,Greenfield,Franklin,,R
01302,MA,Greenfield,Franklin,e,R
01330,MA,Ashfield,Franklin,,R
01331,MA,Athol,Worcester,,R
01337,MA,Bernardston,Franklin,,R
01338,MA,Buckland,Franklin,,R
01339,MA,Charlemont,Franklin,,R
01340,MA,Colrain,Franklin,,R
01341,MA,Conway,Franklin,,R
01342,MA,Deerfield,Franklin,,R
01343,MA,Drury,Berkshire,,R
01344,MA,Erving,Franklin,,R
01346,MA,Heath,Franklin,,R
01347,MA,Lake Pleasant,Franklin,e,R
01349,MA,Millers Falls,Franklin,,R
01350,MA,Monroe Bridge,Franklin,e,R
01351,MA,Montague,Franklin,,R
01354,MA,Gill,Franklin,,R
01355,MA,New Salem,Franklin,,R
01360,MA,Northfield,Franklin,,R
01364,MA,Orange,Franklin,,R
01366,MA,Petersham,Worcester,,R
01367,MA,Rowe,Franklin,,R
01368,MA,Royalston,Worcester,,R
01370,MA,Shelburne Falls,Franklin,,R
01373,MA,South Deerfield,Franklin,,R
01375,MA,Sunderland,Franklin,,R
01376,MA,Turners Falls,Franklin,,R
01378,MA,Warwick,Franklin,,R
01379,MA,Wendell,Franklin,,R
01380,MA,Wendell Depot,Franklin,,R
01420,MA,Fitchburg,Worcester,,S
01430,MA,Ashburnham,Worcester,,R
01431,MA,Ashby,Middlesex,,R
01432,MA,Ayer,Middlesex,,R
01434,MA,Devens,Worcester,,R
01436,MA,Baldwinville,Worcester,,R
01438,MA,East Templeton,Worcester,e,R
01440,MA,Gardner,Worcester,,R
01441,MA,Westminster,Worcester,b,R
01450,MA,Groton,Middlesex,,R
01451,MA,Harvard,Worcester,,R
01452,MA,Hubbardston,Worcester,,R
01453,MA,Leominster,Worcester,,S
01460,MA,Littleton,Middlesex,,R
01462,MA,Lunenburg,Worcester,,R
01463,MA,Pepperell,Middlesex,,R
01464,MA,Shirley,Middlesex,,R
01467,MA,Still River,Worcester,e,R
01468,MA,Templeton,Worcester,,R
01469,MA,Townsend,Middlesex,,R
01470,MA,Groton,Middlesex,b,R
01471,MA,Groton,Middlesex,b,R
01472,MA,West Groton,Middlesex,e,R
01473,MA,Westminster,Worcester,,R
01474,MA,West Townsend,Middlesex,,R
01475,MA,Winchendon,Worcester,,R
01501,MA,Auburn,Worcester,,S
01503,MA,Berlin,Worcester,,R
01504,MA,Blackstone,Worcester,,R
01505,MA,Boylston,Worcester,,R
01506,MA,Brookfield,Worcester,,R
01507,MA,Charlton,Worcester,,R
01508,MA,Charlton City,Worcester,e,R
01509,MA,Charlton Depot,Worcester,e,R
01510,MA,Clinton,Worcester,,S
01515,MA,East Brookfield,Worcester,,R
01516,MA,Douglas,Worcester,,R
01518,MA,Fiskdale,Worcester,,R
01519,MA,Grafton,Worcester,,S
01520,MA,Holden,Worcester,,R
01521,MA,Holland,Hampden,,R
01522,MA,Jefferson,Worcester,,R
01523,MA,Lancaster,Worcester,,R
01524,MA,Leicester,Worcester,,R
01525,MA,Linwood,Worcester,e,R
01526,MA,Manchaug,Worcester,e,R
01527,MA,Millbury,Worcester,,S
01529,MA,Millville,Worcester,,R
01531,MA,New Braintree,Worcester,,R
01532,MA,Northborough,Worcester,,R
01534,MA,Northbridge,Worcester,,R
01535,MA,North Brookfield,Worcester,,R
01536,MA,North Grafton,Worcester,,S
01537,MA,North Oxford,Worcester,,R
01538,MA,North Uxbridge,Worcester,e,R
01540,MA,Oxford,Worcester,,R
01541,MA,Princeton,Worcester,,R
01542,MA,Rochdale,Worcester,,R
01543,MA,Rutland,Worcester,,R
01545,MA,Shrewsbury,Worcester,,S
01546,MA,Shrewsbury,Worcester,b,S
01550,MA,Southbridge,Worcester,,R
01560,MA,South Grafton,Worcester,,S
01561,MA,South Lancaster,Worcester,e,R
01562,MA,Spencer,Worcester,,R
01564,MA,Sterling,Worcester,,R
01566,MA,Sturbridge,Worcester,,R
01568,MA,Upton,Worcester,,R
01569,MA,Uxbridge,Worcester,,R
01570,MA,Webster,Worcester,,S
01571,MA,Dudley,Worcester,,S
01581,MA,Westborough,Worcester,,S
01583,MA,West Boylston,Worcester,,R
01585,MA,West Brookfield,Worcester,,R
01586,MA,West Millbury,Worcester,e,R
01588,MA,Whitinsville,Worcester,,R
01590,MA,Sutton,Worcester,,R
01601,MA,Worcester,Worcester,e,U
01602,MA,Worcester,Worcester,,U
01603,MA,Worcester,Worcester,,U
01604,MA,Worcester,Worcester,,U
01605,MA,Worcester,Worcester,,U
01606,MA,Worcester,Worcester,,U
01607,MA,Worcester,Worcester,,U
01608,MA,Worcester,Worcester,,U
01609,MA,Worcester,Worcester,,U
01610,MA,Worcester,Worcester,,U
01611,MA,Cherry Valley,Worcester,,R
01612,MA,Paxton,Worcester,,R
01613,MA,Worcester,Worcester,e,U
01614,MA,Worcester,Worcester,e,U
01615,MA,Worcester,Worcester,e,U
01653,MA,Worcester,Worcester,b,U
01655,MA,Worcester,Worcester,,U
01701,MA,Framingham,Middlesex,,S
01702,MA,Framingham,Middlesex,,U
01703,MA,Framingham,Middlesex,e,S
01704,MA,Framingham,Middlesex,e,S
01705,MA,Framingham,Middlesex,e,S
01718,MA,Acton,Middlesex,,R
01719,MA,Boxborough,Middlesex,,R
01720,MA,Acton,Middlesex,,R
01721,MA,Ashland,Middlesex,,R
01730,MA,Bedford,Middlesex,,S
01731,MA,Hanscom AFB,Middlesex,,S
01740,MA,Bolton,Worcester,,R
01741,MA,Carlisle,Middlesex,,R
01742,MA,Concord,Middlesex,,S
01745,MA,Fayville,Worcester,,R
01746,MA,Holliston,Middlesex,,R
01747,MA,Hopedale,Worcester,,S
01748,MA,Hopkinton,Middlesex,,R
01749,MA,Hudson,Middlesex,,S
01752,MA,Marlborough,Middlesex,,S
01754,MA,Maynard,Middlesex,,R
01756,MA,Mendon,Worcester,,R
01757,MA,Milford,Worcester,,S
01760,MA,Natick,Middlesex,,S
01770,MA,Sherborn,Middlesex,,R
01772,MA,Southborough,Worcester,,R
01773,MA,Lincoln,Middlesex,,S
01775,MA,Stow,Middlesex,,R
01776,MA,Sudbury,Middlesex,,R
01778,MA,Wayland,Middlesex,,S
01784,MA,Woodville,Middlesex,e,R
01801,MA,Woburn,Middlesex,,U
01803,MA,Burlington,Middlesex,,S
01805,MA,Burlington,Middlesex,b,S
01810,MA,Andover,Essex,,S
01812,MA,Andover,Essex,b,S
01813,MA,Woburn,Middlesex,b,U
01815,MA,Woburn,Middlesex,b,U
01821,MA,Billerica,Middlesex,,S
01822,MA,Billerica,Middlesex,e,S
01824,MA,Chelmsford,Middlesex,,S
01826,MA,Dracut,Middlesex,,S
01827,MA,Dunstable,Middlesex,,R
01830,MA,Haverhill,Essex,,S
01831,MA,Haverhill,Essex,e,S
01832,MA,Haverhill,Essex,,S
01833,MA,Georgetown,Essex,,R
01834,MA,Groveland,Essex,,R
01835,MA,Haverhill,Essex,,S
01840,MA,Lawrence,Essex,,U
01841,MA,Lawrence,Essex,,U
01842,MA,Lawrence,Essex,e,U
01843,MA,Lawrence,Essex,,U
01844,MA,Methuen,Essex,,S
01845,MA,North Andover,Essex,,S
01850,MA,Lowell,Middlesex,,U
01851,MA,Lowell,Middlesex,,U
01852,MA,Lowell,Middlesex,,U
01853,MA,Lowell,Middlesex,e,U
01854,MA,Lowell,Middlesex,,U
01860,MA,Merrimac,Essex,,R
01862,MA,North Billerica,Middlesex,,S
01863,MA,North Chelmsford,Middlesex,,S
01864,MA,North Reading,Middlesex,,S
01865,MA,Nutting Lake,Middlesex,e,S
01866,MA,Pinehurst,Middlesex,e,S
01867,MA,Reading,Middlesex,,S
01876,MA,Tewksbury,Middlesex,,S
01879,MA,Tyngsborough,Middlesex,,R
01880,MA,Wakefield,Middlesex,,U
01885,MA,West Boxford,Essex,e,R
01886,MA,Westford,Middlesex,,R
01887,MA,Wilmington,Middlesex,,S
01888,MA,Woburn,Middlesex,e,U
01889,MA,North Reading,Middlesex,b,S
01890,MA,Winchester,Middlesex,,U
01899,MA,Andover,Essex,b,S
01901,MA,Lynn,Essex,,U
01902,MA,Lynn,Essex,,U
01903,MA,Lynn,Essex,e,U
01904,MA,Lynn,Essex,,U
01905,MA,Lynn,Essex,,U
01906,MA,Saugus,Essex,,S
01907,MA,Swampscott,Essex,,U
01908,MA,Nahant,Essex,,U
01910,MA,Lynn,Essex,b,U
01913,MA,Amesbury,Essex,,S
01915,MA,Beverly,Essex,,S
01921,MA,Boxford,Essex,,R
01922,MA,Byfield,Essex,,R
01923,MA,Danvers,Essex,,S
01929,MA,Essex,Essex,,R
01930,MA,Gloucester,Essex,,S
01931,MA,Gloucester,Essex,e,S
01936,MA,Hamilton,Essex,e,R
01937,MA,Hathorne,Essex,e,S
01938,MA,Ipswich,Essex,,R
01940,MA,Lynnfield,Essex,,S
01944,MA,Manchester,Essex,,R
01945,MA,Marblehead,Essex,,S
01949,MA,Middleton,Essex,,R
01950,MA,Newburyport,Essex,,S
01951,MA,Newbury,Essex,,R
01952,MA,Salisbury,Essex,,R
01960,MA,Peabody,Essex,,U
01961,MA,Peabody,Essex,e,U
01965,MA,Prides Crossing,Essex,e,S
01966,MA,Rockport,Essex,,S
01969,MA,Rowley,Essex,,R
01970,MA,Salem,Essex,,U
01971,MA,Salem,Essex,e,U
01982,MA,South Hamilton,Essex,,R
01983,MA,Topsfield,Essex,,R
01984,MA,Wenham,Essex,,R
01985,MA,West Newbury,Essex,,R
02018,MA,Accord,Plymouth,e,S
02019,MA,Bellingham,Norfolk,,R
02020,MA,Brant Rock,Plymouth,e,S
02021,MA,Canton,Norfolk,,S
02025,MA,Cohasset,Norfolk,,S
02026,MA,Dedham,Norfolk,,S
02027,MA,Dedham,Norfolk,e,S
02030,MA,Dover,Norfolk,,S
02032,MA,East Walpole,Norfolk,,S
02035,MA,Foxboro,Norfolk,,R
02038,MA,Franklin,Norfolk,,R
02040,MA,Greenbush,Plymouth,e,S
02041,MA,Green Harbor,Plymouth,e,S
02043,MA,Hingham,Plymouth,,S
02044,MA,Hingham,Plymouth,b,S
02045,MA,Hull,Plymouth,,U
02047,MA,Humarock,Plymouth,e,S
02048,MA,Mansfield,Bristol,,R
02050,MA,Marshfield,Plymouth,,S
02051,MA,Marshfield Hills,Plymouth,e,S
02052,MA,Medfield,Norfolk,,R
02053,MA,Medway,Norfolk,,R
02054,MA,Millis,Norfolk,,R
02055,MA,Minot,Plymouth,e,S
02056,MA,Norfolk,Norfolk,,R
02059,MA,North Marshfield,Plymouth,e,S
02060,MA,North Scituate,Plymouth,e,S
02061,MA,Norwell,Plymouth,,S
02062,MA,Norwood,Norfolk,,S
02065,MA,Ocean Bluff,Plymouth,e,S
02066,MA,Scituate,Plymouth,,S
02067,MA,Sharon,Norfolk,,S
02070,MA,Sheldonville,Norfolk,e,R
02071,MA,South Walpole,Norfolk,,S
02072,MA,Stoughton,Norfolk,,S
02081,MA,Walpole,Norfolk,,S
02090,MA,Westwood,Norfolk,,S
02093,MA,Wrentham,Norfolk,,R
02108,MA,Boston,Suffolk,,U
02109,MA,Boston,Suffolk,,U
02110,MA,Boston,Suffolk,,U
02111,MA,Boston,Suffolk,,U
02112,MA,Boston,Suffolk,e,U
02113,MA,Boston,Suffolk,,U
02114,MA,Boston,Suffolk,,U
02115,MA,Boston,Suffolk,,U
02116,MA,Boston,Suffolk,,U
02117,MA,Boston,Suffolk,e,U
02118,MA,Boston,Suffolk,,U
02119,MA,Roxbury,Suffolk,,U
02120,MA,Roxbury Crossing,Suffolk,,U
02121,MA,Dorchester,Suffolk,,U
02122,MA,Dorchester,Suffolk,,U
02123,MA,Boston,Suffolk,e,U
02124,MA,Dorchester Center,Suffolk,,U
02125,MA,Dorchester,Suffolk,,U
02126,MA,Mattapan,Suffolk,,U
02127,MA,South Boston,Suffolk,,U
02128,MA,East Boston,Suffolk,,U
02129,MA,Charlestown,Suffolk,,U
02130,MA,Jamaica Plain,Suffolk,,U
02131,MA,Roslindale,Suffolk,,U
02132,MA,West Roxbury,Suffolk,,U
02133,MA,Boston,Suffolk,,U
02134,MA,Allston,Suffolk,,U
02135,MA,Brighton,Suffolk,,U
02136,MA,Hyde Park,Suffolk,,U
02137,MA,Readville,Suffolk,e,U
02138,MA,Cambridge,Middlesex,,U
02139,MA,Cambridge,Middlesex,,U
02140,MA,Cambridge,Middlesex,,U
02141,MA,Cambridge,Middlesex,,U
02142,MA,Cambridge,Middlesex,,U
02143,MA,Somerville,Middlesex,,U
02144,MA,Somerville,Middlesex,,U
02145,MA,Somerville,Middlesex,,U
02148,MA,Malden,Middlesex,,U
02149,MA,Everett,Middlesex,,U
02150,MA,Chelsea,Suffolk,,U
02151,MA,Revere,Suffolk,,U
02152,MA,Winthrop,Suffolk,,U
02153,MA,Medford,Middlesex,e,U
02155,MA,Medford,Middlesex,,U
02156,MA,West Medford,Middlesex,e,U
02163,MA,Boston,Suffolk,,U
02169,MA,Quincy,Norfolk,,U
02170,MA,Quincy,Norfolk,,U
02171,MA,Quincy,Norfolk,,U
02176,MA,Melrose,Middlesex,,U
02180,MA,Stoneham,Middlesex,,U
02184,MA,Braintree,Norfolk,,U
02185,MA,Braintree,Norfolk,e,U
02186,MA,Milton,Norfolk,,S
02187,MA,Milton Village,Norfolk,e,S
02188,MA,Weymouth,Norfolk,,U
02189,MA,East Weymouth,Norfolk,,U
02190,MA,South Weymouth,Norfolk,,S
02191,MA,North Weymouth,Norfolk,,U
02196,MA,Boston,Suffolk,e,U
02199,MA,Boston,Suffolk,,U
02201,MA,Boston,Suffolk,b,U
02203,MA,Boston,Suffolk,,U
02204,MA,Boston,Suffolk,b,U
02205,MA,Boston,Suffolk,e,U
02206,MA,Boston,Suffolk,b,U
02210,MA,Boston,Suffolk,,U
02211,MA,Boston,Suffolk,b,U
02212,MA,Boston,Suffolk,b,U
02215,MA,Boston,Suffolk,,U
02217,MA,Boston,Suffolk,b,U
02222,MA,Boston,Suffolk,,U
02238,MA,Cambridge,Middlesex,e,U
02241,MA,Boston,Suffolk,b,U
02266,MA,Boston,Suffolk,b,U
02269,MA,Quincy,Norfolk,e,U
02283,MA,Boston,Suffolk,e,U
02284,MA,Boston,Suffolk,e,U
02293,MA,Boston,Suffolk,b,U
02297,MA,Boston,Suffolk,b,U
02298,MA,Boston,Suffolk,e,U
02301,MA,Brockton,Plymouth,,U
02302,MA,Brockton,Plymouth,,U
02303,MA,Brockton,Plymouth,e,U
